Timestamp,ax,ay,az,gx,gy,gz,Posture
2025-04-10 21:55:06,1376,-11548,-21732,-167,-69,-91,Corset non porté
2025-04-10 21:55:07,1480,-11608,-21868,-186,-71,-94,Corset non porté
2025-04-10 21:55:07,1508,-11612,-21712,-160,-59,-95,Corset non porté
2025-04-10 21:55:08,1460,-11588,-21836,-142,-53,-84,Corset non porté
2025-04-10 21:55:08,1432,-11504,-21748,-168,-107,-55,Bonne posture
2025-04-10 21:55:09,1524,-11528,-21844,-194,-98,-96,Corset non porté
2025-04-10 21:55:09,1560,-11584,-21744,-197,-95,-88,Corset non porté
2025-04-10 21:55:10,1468,-11564,-21716,-166,-66,-96,Corset non porté
2025-04-10 21:55:10,1432,-11544,-21932,-152,-49,-81,Corset non porté
2025-04-10 21:55:11,1436,-11508,-21704,-167,-127,-91,Corset non porté
2025-04-10 21:55:11,1576,-11564,-21644,-164,-70,-66,Bonne posture
2025-04-10 21:55:12,1560,-11536,-21760,-162,-80,-110,Bonne posture
2025-04-10 21:55:12,1476,-11632,-21772,-182,-93,-88,Bonne posture
2025-04-10 21:55:13,1560,-11544,-21664,-159,-51,-87,Bonne posture
2025-04-10 21:55:13,1528,-11576,-21716,-166,-77,-67,Corset non porté
2025-04-10 21:55:14,1508,-11672,-21728,-176,-84,-98,Corset non porté
2025-04-10 21:55:14,1548,-11580,-21640,-169,-100,-90,Corset non porté
2025-04-10 21:55:15,1088,-12028,-22080,29,-154,67,Bonne posture
2025-04-10 21:55:15,1504,-11284,-21644,23,126,-75,Bonne posture
2025-04-10 21:55:16,1512,-11272,-21712,-78,-326,44,Bonne posture
2025-04-10 21:55:16,1684,-11592,-21828,-224,72,-32,Bonne posture
2025-04-10 21:55:17,1132,-11536,-21596,-237,-182,-1129,Bonne posture
2025-04-10 21:55:17,1584,-11544,-21716,224,274,199,Bonne posture
2025-04-10 21:55:18,4440,2564,-23272,-26914,17543,12229,Corset non porté
2025-04-10 21:55:18,9912,4424,-5844,-22545,14804,4553,Mauvaise posture
2025-04-10 21:55:19,14056,2072,-896,314,-6164,-2091,Corset non porté
2025-04-10 21:55:19,14704,1712,-236,2013,-2800,580,Mauvaise posture
2025-04-10 21:55:20,14228,1072,2296,-4852,985,-92,Mauvaise posture
2025-04-10 21:55:20,14028,4508,1688,-5772,22720,1801,Corset non porté
2025-04-10 21:55:21,11892,2572,916,-2509,-119,-175,Mauvaise posture
2025-04-10 21:55:21,11600,2128,3212,-1105,210,488,Mauvaise posture
2025-04-10 21:55:22,11480,1252,3192,157,646,95,Corset non porté
2025-04-10 21:55:22,11688,1608,3304,-229,-435,831,Mauvaise posture
2025-04-10 21:55:23,12028,1760,2992,-140,97,-526,Corset non porté
2025-04-10 21:55:23,11004,628,3072,361,1037,-3453,Mauvaise posture
2025-04-10 21:55:24,11528,1312,2536,-474,1021,-1517,Corset non porté
2025-04-10 21:55:24,12356,2324,2188,-751,1349,961,Corset non porté
2025-04-10 21:55:25,12556,1876,2300,-888,-323,237,Corset non porté
2025-04-10 21:55:25,11492,1392,696,3279,1068,-347,Corset non porté
2025-04-10 21:55:26,12344,3804,-10568,5169,1403,-544,Mauvaise posture
2025-04-10 21:55:26,11924,932,-15204,8520,-1577,1160,Corset non porté
2025-04-10 21:55:27,12784,-232,-17792,-1961,187,-573,Mauvaise posture
2025-04-10 21:55:27,12508,1296,-15928,-3068,-1171,493,Corset non porté
2025-04-10 21:55:28,12640,1424,-16264,-188,-200,-189,Corset non porté
2025-04-10 21:55:28,12740,1172,-16296,78,112,50,Mauvaise posture
2025-04-10 21:55:29,12740,1144,-16144,106,-24,-7,Corset non porté
2025-04-10 21:55:29,12980,1080,-16396,-284,-61,-110,Mauvaise posture
2025-04-10 21:55:30,13012,716,-16812,2594,-542,311,Corset non porté
2025-04-10 21:55:30,15464,-9852,-22132,6270,-1722,-664,Corset non porté
2025-04-10 21:55:31,14008,-13176,-22464,2476,-813,178,Corset non porté
2025-04-10 21:55:31,14076,-13608,-22268,-3449,-82,-758,Corset non porté
2025-04-10 21:55:32,13032,-328,-18068,-10442,-542,-1398,Corset non porté
2025-04-10 21:55:32,13352,3832,-6712,-10918,5016,1125,Mauvaise posture
2025-04-10 21:55:33,13864,2104,876,-1633,1837,356,Corset non porté
2025-04-10 21:55:33,14096,1804,1756,198,-762,114,Mauvaise posture
2025-04-10 21:55:34,13944,1736,1972,-65,-292,115,Corset non porté
2025-04-10 21:55:34,14104,1484,1952,-439,201,36,Corset non porté
2025-04-10 21:55:35,13880,1240,2188,-243,-52,79,Corset non porté
2025-04-10 21:55:35,14488,2164,-2104,11627,-5533,-687,Mauvaise posture
2025-04-10 21:55:36,11648,2724,-14216,486,207,1102,Corset non porté
2025-04-10 21:55:36,11332,3168,-13236,48,8,-356,Mauvaise posture
2025-04-10 21:55:37,11156,3496,-13008,-163,-60,-78,Corset non porté
2025-04-10 21:55:37,10504,2696,-13476,-3551,739,-3503,Mauvaise posture
2025-04-10 21:55:38,-2508,-8356,-15212,9506,-4319,-6841,Corset non porté
2025-04-10 21:55:38,672,-7960,-20752,-28,-309,-98,Bonne posture
2025-04-10 21:55:39,572,-8292,-20960,586,-126,-174,Bonne posture
